rownumber,animalgender,breedname,borough,zipcode
91322,F,Maltese,Brooklyn,11204
91323,F,Chinese Crested,Brooklyn,11224
91324,M,German Shepherd Dog,Manhattan,10025
91325,M,Labrador Retriever Crossbreed,Brooklyn,11218
91326,F,American Staffordshire Terrier ,Brooklyn,11213
91327,F,Not Listed,Staten Island,10314
91328,M,Basset Hound,Queens,11377
91329,M,American Pit Bull Mix / Pit Bull Mix,Queens,11421
91330,F,St. Bernard,Queens,11421
91331,F,Not Listed,Manhattan,10009
91332,M,Chihuahua,Manhattan,10021
91333,F,Chihuahua,Brooklyn,11236
91334,F,Shih Tzu,Queens,11378
91335,F,Pug,Manhattan,10024
91336,F,Havanese,Queens,11356
91337,F,Yorkshire Terrier,Staten Island,10305
91338,F,Not Listed,Bronx,10473
91339,F,Lhasa Apso,Queens,11417
91340,F,American Pit Bull Mix / Pit Bull Mix,Manhattan,10029
91341,M,American Pit Bull Mix / Pit Bull Mix,Bronx,10468
91342,F,Wheaton Terrier,Manhattan,10011
91343,F,Belgian Malinois,Queens,11697
91344,F,Not Listed,Manhattan,10012
91345,M,Chihuahua,Brooklyn,11213
91346,M,Labrador Retriever,Queens,11428
91347,M,Puggle,Manhattan,10016
91348,M,Chihuahua,Manhattan,10021
91349,M,Shih Tzu,Queens,11414
91350,F,American Pit Bull Mix / Pit Bull Mix,Staten Island,10314
91351,M,Pug,Manhattan,10027
91352,M,Not Listed,Bronx,10465
91353,M,Staffordshire Bull Terrier,Brooklyn,11236
91354,M,Wirehaired Pointing Griffon,Manhattan,10128
91355,F,Dachshund Smooth Coat,Queens,11377
91356,M,Cocker Spaniel,Staten Island,10314
91357,F,American Pit Bull Mix / Pit Bull Mix,Manhattan,10002
91358,M,Jack Russell Terrier,Manhattan,10017
91359,M,German Shepherd Dog,Queens,11421
91360,F,Maltese,Manhattan,10029
91361,M,Australian Shepherd,Queens,11375
91362,M,Yorkshire Terrier,Bronx,10467
91363,M,Chihuahua Crossbreed,Brooklyn,11224
91364,M,Miniature Schnauzer,Queens,11374
91365,F,Toy Poodle,Brooklyn,11229
91366,F,American Staffordshire Terrier ,Bronx,10451
91367,F,Chihuahua,Manhattan,10038
91368,M,Chihuahua Crossbreed,Manhattan,10021
91369,M,Maltese Crossbreed,Brooklyn,11213
91370,F,Chihuahua,Queens,11354
91371,M,Toy Poodle,Brooklyn,11236
91372,M,Bichon Frise,Queens,11378
91373,F,Shih Tzu,Queens,11429
91374,F,Bichon Frise,Queens,11414
91375,F,Labrador Retriever Crossbreed,Staten Island,10312
91376,F,Siberian Husky,Bronx,10465
91377,M,Maltese Crossbreed,Bronx,10460
91378,F,American Bully,Bronx,10462
91379,M,Jindo,Queens,11360
91380,M,English Cocker Spaniel,Manhattan,10128
91381,M,Long Haired Dachshund,Brooklyn,11209
91382,F,American Pit Bull Mix / Pit Bull Mix,Manhattan,10003
91383,F,American Pit Bull Terrier/Pit Bull,Brooklyn,11208
91384,M,Pomeranian,Manhattan,10002
91385,M,Maltese,Queens,11368
91386,M,Miniature Schnauzer,Manhattan,10039
91387,M,Chihuahua,Brooklyn,11213
91388,M,Miniature Bull Terrier,Brooklyn,11235
91389,F,Chihuahua,Queens,11374
91390,M,Miniature Poodle,Queens,11434
91391,F,Yorkshire Terrier,Brooklyn,11212
91392,M,Norwegian Elkhound,Manhattan,10023
91393,M,Scottish Terrier,Manhattan,10011
91394,M,Chihuahua,Bronx,10451
91395,M,Terrier Crossbreed,Manhattan,10075
91396,M,Boston Terrier,Queens,11103
91397,F,Maltese,Queens,11413
91398,F,Cavalier King Charles Spaniel,Queens,11374
91399,F,Maltese,Brooklyn,11237
91400,M,Jack Russell Terrier,Brooklyn,11205
91401,F,Shih Tzu,Brooklyn,11218
91402,M,German Shepherd Crossbreed,Brooklyn,11218
91403,F,Not Listed,Manhattan,10017
91404,F,Cavalier King Charles Spaniel,Brooklyn,11209
91405,M,Havanese,Manhattan,10010
91406,F,Schipperke,Manhattan,10021
91407,M,Labrador Retriever Crossbreed,Manhattan,10024
91408,F,Chihuahua,Brooklyn,11203
91409,M,Shih Tzu,Queens,11370
91410,M,Yorkshire Terrier,Bronx,10463
91411,M,Beagle,Queens,11104
91412,M,Labrador Retriever,Brooklyn,11223
91413,M,Beagle,Queens,11432
91414,F,Maltese,Manhattan,10011
91415,M,Yorkshire Terrier Crossbreed,Manhattan,10065
91416,M,Pekingese,Brooklyn,11209
91417,M,Maltese,Staten Island,10307
91418,F,Labrador Retriever,Brooklyn,11231
91419,M,German Shepherd Crossbreed,Manhattan,10034
91420,M,German Shepherd Crossbreed,Queens,11418
91421,F,Not Listed,Staten Island,10312
91422,M,Cairn Terrier,Brooklyn,11206
91423,M,Chihuahua,Brooklyn,11217
91424,F,Chihuahua Crossbreed,Bronx,10457
91425,F,Jack Russell Terrier,Brooklyn,11230
91426,F,Terrier Crossbreed,Staten Island,10305
91427,M,Terrier Crossbreed,Staten Island,10314
91428,M,Pug,Queens,11355
91429,M,Miniature Pinscher,Brooklyn,11235
91430,M,Havanese,Brooklyn,11209
91431,F,Shih Tzu,Brooklyn,11215
91432,M,Not Listed,Queens,11377
91433,M,Akita,Bronx,10465
91434,M,Havanese,Manhattan,10001
91435,F,Shih Tzu,Queens,11370
91436,M,Pomeranian,Brooklyn,11212
91437,M,Miniature Schnauzer,Queens,11412
91438,M,Pomeranian,Queens,11377
91439,M,Labrador Retriever Crossbreed,Manhattan,10037
91440,M,Puggle,Manhattan,10022
91441,M,Labradoodle,Manhattan,10069
91442,M,Cavalier King Charles Spaniel,Brooklyn,11204
91443,F,Welsh Terrier,Brooklyn,11216
91444,M,English Bulldog,Brooklyn,11215
91445,M,Maltese,Staten Island,10314
91446,F,Shih Tzu Crossbreed,Manhattan,10031
91447,F,Chihuahua,Bronx,10472
91448,M,Chihuahua,Bronx,10473
91449,M,Pug,Manhattan,10022
91450,M,Yorkshire Terrier,Queens,11435
91451,M,Dachshund Smooth Coat,Queens,11377
91452,M,Bernese Mountain Dog,Brooklyn,11237
91453,F,German Shepherd Crossbreed,Queens,11418
91454,M,Poodle Crossbreed,Manhattan,10011
91455,F,Terrier Crossbreed,Brooklyn,11216
91456,F,Shih Tzu,Brooklyn,11213
91457,F,Labrador Retriever Crossbreed,Queens,11385
91458,M,Miniature Poodle,Brooklyn,11231
91459,M,American Pit Bull Mix / Pit Bull Mix,Brooklyn,11238
91460,F,Maltese,Manhattan,10022
91461,F,German Shepherd Dog,Manhattan,10027
91462,F,Cavalier King Charles Spaniel,Queens,11377
91463,F,Not Listed,Manhattan,10017
91464,M,Airedale Terrier,Brooklyn,11201
91465,M,Not Listed,Brooklyn,11234
91466,M,Chihuahua Crossbreed,Brooklyn,11238
91467,M,Not Listed,Manhattan,10021
91468,M,Dachshund Smooth Coat,Brooklyn,11234
91469,M,Maltese,Manhattan,10011
91470,M,Maltese,Bronx,10473
91471,M,Maltese,Manhattan,10011
91472,F,Weimaraner,Manhattan,10128
91473,M,Poodle,Brooklyn,11201
91474,M,Yorkshire Terrier,Staten Island,10304
91475,M,Chihuahua,Bronx,10473
91476,F,Labrador Retriever Crossbreed,Manhattan,10025
91477,F,Shih Tzu Crossbreed,Staten Island,10308
91478,F,Labrador Retriever Crossbreed,Manhattan,10282
91479,F,Labrador Retriever Crossbreed,Manhattan,10025
91480,F,Newfoundland,Manhattan,10011
91481,M,Bull Terrier,Queens,11105
91482,F,Siberian Husky,Brooklyn,11206
91483,F,Pomeranian,Brooklyn,11694
91484,F,Chihuahua,Manhattan,10029
91485,F,Not Listed,Bronx,10462
91486,F,Chihuahua,Manhattan,10036
91487,F,Scottish Terrier,Manhattan,10011
91488,M,Maltese,Brooklyn,11229
91489,M,Yorkshire Terrier,Brooklyn,11235
91490,F,Shih Tzu,Manhattan,10037
91491,M,Cavalier King Charles Spaniel,Queens,11358
91492,F,Pembroke Welsh Corgi,Bronx,10462
91493,F,Maltese Crossbreed,Bronx,10459
91494,F,Pointer,Manhattan,10024
91495,F,Labrador Retriever,Manhattan,10030
91496,M,Shih Tzu,Manhattan,10038
91497,M,Pekingese,Brooklyn,11208
91498,M,Chinese Shar-Pei,Brooklyn,11215
91499,M,Labrador Retriever,Staten Island,10301
91500,F,Yorkshire Terrier,Bronx,10471
91501,F,American Pit Bull Mix / Pit Bull Mix,Brooklyn,11221
91502,F,Yorkshire Terrier,Brooklyn,11226
91503,F,Not Listed,Manhattan,10014
91504,M,Toy Fox Terrier,Manhattan,10009
91505,M,Black and Tan Coonhound,Brooklyn,11238
91506,F,Dachshund Smooth Coat,Brooklyn,11215
91507,M,Portuguese Podengo Pequeno,Manhattan,10010
91508,F,Newfoundland,Manhattan,10011
91509,M,Boxer,Queens,11361
91510,F,Pomeranian,Queens,11385
91511,F,Chihuahua,Queens,11373
91512,M,Pug,Queens,11377
91513,F,Pomeranian,Brooklyn,11224
91514,F,Yorkshire Terrier,Queens,11365
91515,M,French Bulldog,Manhattan,10038
91516,M,Chihuahua,Queens,11374
91517,F,Bichon Frise,Brooklyn,11212
91518,M,Bichon Frise,Brooklyn,11212
91519,F,Yorkshire Terrier,Bronx,10463
91520,F,Miniature Pinscher,Brooklyn,11204
91521,M,Soft Coated Wheaten Terrier,Queens,11355
91522,M,French Bulldog,Manhattan,10036
91523,M,Not Listed,Manhattan,10128
91524,M,Jack Russell Terrier,Manhattan,10029
91525,F,Redbone Coonhound,Manhattan,10009
91526,M,Chinese Shar-Pei,Manhattan,10014
91527,F,Not Listed,Manhattan,10011
91528,M,French Bulldog,Manhattan,10038
91529,M,French Bulldog,Queens,11375
91530,F,Not Listed,Manhattan,10021
91531,F,Not Listed,Manhattan,10022
91532,F,Cairn Terrier,Manhattan,10001
91533,F,Maltese Crossbreed,Brooklyn,11220
91534,F,Toy Poodle,Staten Island,10306
91535,M,Labrador Retriever,Queens,11379
91536,M,Labrador Retriever Crossbreed,Manhattan,10033
91537,F,Maltese Crossbreed,Bronx,10452
91538,F,Not Listed,Brooklyn,11236
91539,F,Miniature Schnauzer,Manhattan,10024
91540,F,Chihuahua Crossbreed,Manhattan,10031
91541,F,American Pit Bull Terrier/Pit Bull,Brooklyn,11234
91542,M,German Shepherd Dog,Bronx,10461
91543,F,Yorkshire Terrier Crossbreed,Brooklyn,11215
91544,F,Cavalier King Charles Spaniel,Queens,11375
91545,F,Labrador Retriever,Manhattan,10024
91546,F,Yorkshire Terrier,Brooklyn,11220
91547,F,American Pit Bull Mix / Pit Bull Mix,Brooklyn,11216
91548,F,Labrador Retriever Crossbreed,Queens,11379
91549,M,Not Listed,Manhattan,10033
91550,M,Shih Tzu,Manhattan,10022
91551,F,Labradoodle,Manhattan,10014
91552,M,Not Listed,Queens,11370
91553,M,Labrador Retriever Crossbreed,Queens,11375
91554,F,French Bulldog,Manhattan,10065
91555,F,Cavalier King Charles Spaniel,Manhattan,10003
91556,F,American Pit Bull Mix / Pit Bull Mix,Manhattan,10028
91557,F,Chihuahua Crossbreed,Queens,11372
91558,M,Yorkshire Terrier,Bronx,10463
91559,F,Pomeranian,Manhattan,10005
91560,M,Bedlington Terrier,Brooklyn,11224
91561,F,American Pit Bull Mix / Pit Bull Mix,Brooklyn,11201
91562,F,Yorkshire Terrier,Manhattan,10025
91563,M,Shih Tzu,Brooklyn,11229
91564,M,Shih Tzu,Staten Island,10306
91565,M,Not Listed,Brooklyn,11208
91566,M,American Pit Bull Mix / Pit Bull Mix,Brooklyn,11201
91567,F,Siberian Husky,Brooklyn,11228
91568,M,Yorkshire Terrier,Manhattan,10036
91569,F,Chihuahua,Brooklyn,11216
91570,M,Havanese,Brooklyn,11238
91571,M,Yorkshire Terrier,Bronx,10469
91572,M,Shih Tzu,Manhattan,10011
91573,M,Chinese Shar-Pei,Staten Island,10305
91574,F,Poodle Crossbreed,Brooklyn,11235
91575,F,Golden Retriever,Manhattan,10029
91576,M,Siberian Husky,Manhattan,10009
91577,F,English Bulldog,Brooklyn,11215
91578,M,Bichon Frise,Brooklyn,11205
91579,M,Great Dane,Manhattan,10038
91580,M,Not Listed,Manhattan,10034
91581,F,Beagle,Staten Island,10305
91582,F,Miniature Poodle,Bronx,10462
91583,M,Chihuahua,Manhattan,10009
91584,M,Miniature Schnauzer,Brooklyn,11201
91585,M,American Pit Bull Mix / Pit Bull Mix,Queens,11436
91586,F,Toy Poodle,Manhattan,10002
91587,M,Maltese,Staten Island,10306
91588,M,Maltese,Staten Island,10306
91589,F,American Pit Bull Mix / Pit Bull Mix,Staten Island,10305
91590,F,Boston Terrier,Queens,11420
91591,F,Border Collie,Queens,11418
91592,M,Chihuahua,Queens,11378
91593,M,Not Listed,Manhattan,10022
91594,F,Shih Tzu,Bronx,10456
91595,F,Morkie,Queens,11355
91596,M,Bichon Frise,Manhattan,10002
91597,M,Treeing Walker Coonhound,Staten Island,10308
91598,F,Beagle Crossbreed,Bronx,10467
91599,M,Yorkshire Terrier,Bronx,10460
91600,F,Shiba Inu,Queens,11367
91601,F,Shiba Inu,Queens,11367
91602,M,Terrier Crossbreed,Manhattan,10035
91603,F,Siberian Husky,Manhattan,10011
91604,M,Dachshund,Bronx,10465
91605,M,French Bulldog,Brooklyn,11215
91606,M,American Staffordshire Terrier ,Manhattan,10039
91607,M,Shih Tzu,Staten Island,10314
91608,M,Toy Poodle,Queens,11361
91609,M,Havanese,Manhattan,10019
91610,M,Labrador Retriever Crossbreed,Queens,11427
91611,M,Pointer,Staten Island,10309
91612,M,Cavalier King Charles Spaniel,Brooklyn,11229
91613,M,Cavalier King Charles Spaniel,Manhattan,10014
91614,M,French Bulldog,Brooklyn,11211
91615,M,Maltipoo,Queens,11377
91616,F,Labrador Retriever Crossbreed,Brooklyn,11209
91617,F,Poodle Crossbreed,Queens,11355
91618,F,Labradoodle,Queens,11361
91619,M,Maltese,Staten Island,10302
91620,F,Not Listed,Manhattan,10025
91621,F,Jack Russell Terrier,Bronx,10459
91622,F,Yorkshire Terrier,Queens,11375
91623,M,Yorkshire Terrier,Manhattan,10034
91625,M,Chihuahua Crossbreed,Queens,11433
91626,F,Boston Terrier,Manhattan,10025
91627,M,Akita Crossbreed,Brooklyn,11211
91628,F,Not Listed,Manhattan,10011
91629,M,Not Listed,Staten Island,10310
91630,F,Not Listed,Manhattan,10034
91631,M,Labrador Retriever Crossbreed,Brooklyn,11219
91632,M,Terrier Crossbreed,Staten Island,10303
91633,M,German Shepherd Dog,Staten Island,10314
91634,M,Beagle,Manhattan,10039
91635,M,Pembroke Welsh Corgi,Manhattan,10011
91636,M,American Pit Bull Terrier/Pit Bull,Manhattan,10035
91637,F,American Pit Bull Terrier/Pit Bull,Queens,11365
91638,M,German Shepherd Dog,Queens,11358
91639,F,Beagle,Queens,11378
91640,M,Pekingese,Manhattan,10001
91641,M,Cavalier King Charles Spaniel,Brooklyn,11209
91642,F,Poodle Crossbreed,Queens,11356
91643,F,French Bulldog,Manhattan,10001
91644,F,Maltese,Brooklyn,11206
91645,F,Poodle Crossbreed,Brooklyn,11235
91646,F,Dachshund,Brooklyn,11214
91647,F,Labrador Retriever,Brooklyn,11214
91648,M,Chihuahua,Queens,11355
91649,F,American Staffordshire Terrier ,Manhattan,10033
91650,F,American Staffordshire Terrier ,Queens,11373
91651,F,American Pit Bull Mix / Pit Bull Mix,Brooklyn,11214
91652,M,Yorkshire Terrier,Manhattan,10023
91653,F,Yorkshire Terrier Crossbreed,Bronx,10455
91654,M,Beagle,Brooklyn,11218
91655,M,Golden Retriever,Staten Island,10306
91656,M,Lhasa Apso,Manhattan,10009
91657,F,Poodle Crossbreed,Brooklyn,11208
91658,F,Maltese,Bronx,10468
91659,F,Shih Tzu,Brooklyn,11238
91660,M,Terrier Crossbreed,Queens,11355
91661,M,Chihuahua Crossbreed,Brooklyn,11221
91662,M,Havanese,Manhattan,10023
91663,M,German Shepherd Dog,Queens,11692
91664,M,Not Listed,Manhattan,10035
91665,M,American Pit Bull Mix / Pit Bull Mix,Queens,11418
91666,M,Beagle,Manhattan,10033
91667,M,Miniature Poodle,Staten Island,10302
91668,M,Boston Terrier,Manhattan,10011
91669,M,Shih Tzu,Brooklyn,11222
91670,F,Wheaton Terrier,Manhattan,10016
91671,F,Not Listed,Manhattan,10033
91672,M,Boston Terrier,Bronx,10457
91673,M,Cairn Terrier,Queens,11692
91674,F,Chihuahua Crossbreed,Staten Island,10306
91675,F,Shih Tzu Crossbreed,Brooklyn,11209
91676,F,Beagle,Brooklyn,11228
91677,F,Pomeranian Crossbreed,Manhattan,10016
91678,M,Miniature Poodle,Queens,11105
91679,M,Shih Tzu,Queens,11372
91680,M,Australian Shepherd,Brooklyn,11215
91681,M,Shih Tzu,Manhattan,10028
91682,F,Chihuahua Crossbreed,Brooklyn,11209
91683,F,Cocker Spaniel,Manhattan,10024
91684,M,French Bulldog,Queens,11360
91685,F,Shih Tzu,Queens,11412
91686,M,Silky Terrier,Manhattan,10023
91687,F,Yorkshire Terrier,Manhattan,10038
91688,M,Chihuahua,Manhattan,10025
91689,F,Beagle Crossbreed,Manhattan,10024
91690,F,Boston Terrier,Manhattan,10011
91691,M,Pomeranian,Manhattan,10010
91692,M,Pomeranian,Brooklyn,11220
91693,M,Shih Tzu,Queens,11355
91694,F,Rat Terrier,Manhattan,10029
91695,M,Miniature Schnauzer,Brooklyn,11215
91696,F,Pomeranian,Queens,11355
91697,F,Shih Tzu,Bronx,10474
91698,F,Maltese,Bronx,10473
91699,F,Boxer,Brooklyn,11238
91700,F,Morkie,Brooklyn,11209
91701,M,Not Listed,Manhattan,10065
91702,F,Chihuahua,Manhattan,10019
91703,M,Not Listed,Queens,11372
91704,M,Shih Tzu,Bronx,10457
91705,F,Labradoodle,Brooklyn,11233
91706,M,Maltese,Queens,11423
91707,M,American Pit Bull Terrier/Pit Bull,Staten Island,10304
91708,M,Shiba Inu,Brooklyn,11215
91709,F,Poodle,Brooklyn,11233
91710,M,Siberian Husky,Brooklyn,11226
91711,M,Not Listed,Manhattan,10039
91712,M,Australian Shepherd,Manhattan,10036
91713,M,Beagle,Queens,11370
91714,F,Shih Tzu,Brooklyn,11221
91715,F,Cocker Spaniel,Queens,11385
91716,F,Not Listed,Staten Island,10310
91717,M,American Pit Bull Mix / Pit Bull Mix,Brooklyn,11229
91718,F,Shih Tzu,Brooklyn,11222
91719,M,Shiba Inu,Bronx,10461
91720,F,Shiba Inu,Queens,11355
91721,M,Shih Tzu,Brooklyn,11223
91722,F,Shih Tzu,Staten Island,10305
91723,F,American Pit Bull Terrier/Pit Bull,Manhattan,10035
91724,F,Dachshund Smooth Coat,Manhattan,10075
91725,M,Yorkshire Terrier,Queens,11360
91726,M,Not Listed,Staten Island,10312
91727,M,Maltese,Brooklyn,11224
91728,M,Maltese,Queens,11368
91729,M,Shiba Inu,Queens,11361
91730,M,German Shepherd Dog,Queens,11434
91731,F,Shiba Inu,Queens,11373
91732,F,Shiba Inu,Manhattan,10005
91733,F,Poodle Crossbreed,Manhattan,10014
91734,F,Yorkshire Terrier,Brooklyn,11222
91735,M,Pekingese,Manhattan,10014
91736,M,Maltese Crossbreed,Manhattan,10280
91737,F,Pekingese,Bronx,10473
91738,M,Miniature Poodle,Manhattan,10075
91739,M,American Pit Bull Terrier/Pit Bull,Bronx,10452
91740,F,Shiba Inu,Manhattan,10044
91741,F,Cavalier King Charles Spaniel,Brooklyn,11222
91742,M,French Bulldog,Manhattan,10005
91743,M,French Bulldog,Manhattan,10033
91744,F,Beagle,Queens,11379
91745,F,Beagle,Queens,11379
91746,M,Boston Terrier,Queens,11372
91747,F,American Pit Bull Mix / Pit Bull Mix,Brooklyn,11229
91748,F,Shih Tzu Crossbreed,Queens,11691
91749,F,Shih Tzu Crossbreed,Brooklyn,11212
91750,F,Havanese,Queens,11364
91751,M,German Shepherd Dog,Bronx,10469
91752,M,Bichon Frise,Queens,11372
91753,M,Labrador Retriever Crossbreed,Manhattan,10021
91754,F,American Staffordshire Terrier ,Brooklyn,11211
91755,F,Beagle,Queens,11417
91756,F,Pomeranian Crossbreed,Bronx,10459
91757,M,Not Listed,Brooklyn,11218
91758,F,Australian Kelpie,Manhattan,10009
91759,F,Long Haired Dachshund,Brooklyn,11249
91760,F,Yorkshire Terrier,Brooklyn,11235
91761,M,Not Listed,Manhattan,10031
91762,M,Australian Shepherd,Brooklyn,11218
91763,M,American Pit Bull Mix / Pit Bull Mix,Manhattan,10033
91764,M,American Pit Bull Mix / Pit Bull Mix,Manhattan,10037
91765,M,Boxer,Queens,11429
91766,M,Shih Tzu,Staten Island,10314
91767,F,Not Listed,Manhattan,10021
91768,M,American Pit Bull Mix / Pit Bull Mix,Manhattan,10026
91769,M,Shih Tzu Crossbreed,Manhattan,10024
91770,M,Morkie,Manhattan,10010
91771,F,American Bully,Manhattan,10025
91772,M,Bichon Frise,Brooklyn,11214
91773,M,Bichon Frise,Manhattan,10011
91774,M,Havanese,Brooklyn,11207
91775,F,Not Listed,Queens,11106
91776,F,Labrador Retriever,Staten Island,10307
91777,M,Rottweiler Crossbreed,Queens,11432
91778,M,Pug,Brooklyn,11220
91779,F,Great Pyrenees,Queens,11373
91780,M,Border Collie,Manhattan,10003
91781,M,American Eskimo dog,Brooklyn,11229
91782,M,Labrador Retriever,Brooklyn,11219
91783,F,American Pit Bull Terrier/Pit Bull,Queens,11368
91784,M,Tibetan Terrier,Manhattan,10012
91785,M,American Pit Bull Mix / Pit Bull Mix,Staten Island,10303
91786,F,Boxer,Staten Island,10305
91787,M,Not Listed,Staten Island,10308
91788,M,Maltese,Manhattan,10011
91789,F,Doberman Pinscher,Queens,11417
91790,F,Miniature Schnauzer,Brooklyn,11216
91791,M,American Pit Bull Terrier/Pit Bull,Bronx,10455
91792,F,Shih Tzu,Bronx,10458
91793,M,Labrador Retriever Crossbreed,Staten Island,10302
91794,M,Golden Retriever,Manhattan,10128
91795,M,Beagle,Bronx,10467
91796,F,French Bulldog,Manhattan,10011
91797,M,Yorkshire Terrier,Brooklyn,11237
91798,F,Havanese,Brooklyn,11229
91799,M,Maltese,Brooklyn,11220
91800,F,American Pit Bull Mix / Pit Bull Mix,Brooklyn,11212
91801,F,American Pit Bull Mix / Pit Bull Mix,Bronx,10469
91802,M,Yorkshire Terrier,Bronx,10459
91803,F,Shih Tzu,Brooklyn,11232
91804,M,American Bully,Brooklyn,11223
91805,F,Coton de Tulear,Brooklyn,11223
91806,F,Maltese,Queens,11385
91807,M,Maltese,Manhattan,10075
91808,M,Not Listed,Manhattan,10017
91809,F,Shih Tzu,Queens,11375
91810,F,Dachshund Smooth Coat,Manhattan,10002
91811,M,Miniature Schnauzer,Manhattan,10002
91812,M,West Highland White Terrier,Manhattan,10011
91813,M,Cavalier King Charles Spaniel,Brooklyn,11201
91814,M,Beagle,Bronx,10455
91815,F,Bichon Frise,Brooklyn,11220
91816,M,Beagle,Manhattan,10036
91817,M,Yorkshire Terrier,Manhattan,10030
91818,M,Poodle,Brooklyn,11201
91819,M,Tibetan Terrier,Manhattan,10075
91820,F,Not Listed,Queens,11417
91821,M,Bullmastiff,Brooklyn,11232
91822,M,Golden Retriever,Queens,11001
91823,M,Chihuahua,Queens,11106
91824,M,Miniature Schnauzer,Brooklyn,11201
91825,M,Chihuahua,Queens,11693
91826,F,Not Listed,Queens,11101
91827,F,Not Listed,Queens,11101
91828,F,Beagle,Brooklyn,11209
91829,M,Chihuahua Crossbreed,Bronx,10474
91830,M,Poodle,Manhattan,10024
91831,F,Chihuahua,Queens,11428
91832,F,Chihuahua,Bronx,10466
91833,M,German Shepherd Dog,Bronx,10473
91834,M,Pointer,Staten Island,10309
91835,F,Whippet,Manhattan,10028
91836,M,Cavalier King Charles Spaniel,Brooklyn,11229
91837,M,Samoyed,Manhattan,10012
91838,M,Poodle Crossbreed,Staten Island,10312
91839,F,Not Listed,Queens,11372
91840,F,Labrador Retriever Crossbreed,Manhattan,10022
91841,M,American Pit Bull Mix / Pit Bull Mix,Bronx,10455
91842,M,Basset Hound,Queens,11360
91843,F,American Pit Bull Terrier/Pit Bull,Bronx,10451
91844,F,Labrador Retriever Crossbreed,Bronx,10466
91845,F,German Shepherd Dog,Brooklyn,11228
91846,F,French Bulldog,Manhattan,10003
91847,F,Terrier Crossbreed,Manhattan,10024
91848,M,Chihuahua,Manhattan,10011
91849,F,American Pit Bull Terrier/Pit Bull,Queens,11692
91850,F,Shiba Inu,Queens,11102
91851,F,Shiba Inu,Queens,11102
91852,M,Pug,Queens,11367
91853,M,Maltese,Brooklyn,11229
91854,M,West Highland White Terrier,Brooklyn,11201
91855,M,Terrier Crossbreed,Brooklyn,11203
91856,M,Not Listed,Staten Island,10312
91857,F,Australian Cattle Dog,Manhattan,10016
91858,M,American Pit Bull Mix / Pit Bull Mix,Bronx,10469
91859,M,Puggle,Queens,11357
91860,M,Shih Tzu Crossbreed,Manhattan,10001
91861,F,Shih Tzu,Queens,11378
91862,M,Papillon,Manhattan,10025
91863,F,Shih Tzu,Queens,11432
91864,F,Havanese,Manhattan,10022
91865,M,Bichon Frise,Manhattan,10011
91866,M,Yorkshire Terrier Crossbreed,Queens,11103
91867,M,Yorkshire Terrier,Brooklyn,11217
91868,M,Maltese,Brooklyn,11220
91869,F,Chihuahua,Bronx,10463
91870,F,Pug,Manhattan,10016
91871,F,Not Listed,Staten Island,10305
91872,M,Shiba Inu,Brooklyn,11215
91873,F,Shih Tzu,Queens,11101
91874,M,Pug,Queens,11367
91875,M,Bichon Frise,Queens,11414
91876,M,Dachshund Smooth Coat Miniature,New York,10128
91877,M,Australian Kelpie,Manhattan,10128
91878,M,Chihuahua Crossbreed,Brooklyn,11215
91879,F,Shiba Inu,Bronx,10467
91880,M,Shiba Inu,Brooklyn,11215
91881,F,Yorkshire Terrier Crossbreed,Manhattan,10002
91882,F,Maltese,Manhattan,10011
91883,F,Yorkshire Terrier,Manhattan,10030
91884,F,Miniature Pinscher,Manhattan,10019
91885,M,Labrador Retriever Crossbreed,Queens,11361
91886,M,Maltese,Brooklyn,11223
91887,F,Chihuahua,Manhattan,10002
91888,M,American Pit Bull Mix / Pit Bull Mix,Manhattan,10018
91889,M,Chihuahua,Manhattan,10011
91890,F,Papillon,Manhattan,10022
91891,F,Golden Retriever,Manhattan,10025
91892,M,American Pit Bull Mix / Pit Bull Mix,Bronx,10470
91893,M,Miniature Schnauzer,Manhattan,10128
91894,M,Labrador Retriever,Brooklyn,11218
91895,M,Shih Tzu,Bronx,10458
91896,M,Shih Tzu,Brooklyn,11223
91897,M,Rhodesian Ridgeback,Manhattan,10022
91898,F,Shih Tzu,Bronx,10463
91899,M,Yorkshire Terrier,Bronx,10455
91900,M,Yorkshire Terrier,Manhattan,10002
91901,M,Shiba Inu,Manhattan,10075
91902,M,Cocker Spaniel,Queens,11374
91903,M,Labrador Retriever,Manhattan,10009
91904,F,Shih Tzu,Brooklyn,11204
91905,F,Labrador Retriever Crossbreed,Manhattan,10075
91906,M,Vizsla,Manhattan,10032
91907,M,American Bully,Manhattan,10012
91908,M,French Bulldog,Brooklyn,11221
91909,F,American Bully,Staten Island,10314
91910,F,Shih Tzu,Brooklyn,11236
91911,F,Chihuahua,Brooklyn,11229
91912,M,Cavalier King Charles Spaniel,Brooklyn,11238
91913,F,German Shepherd Crossbreed,Brooklyn,11212
91914,F,Cavalier King Charles Spaniel,Staten Island,10301
91915,M,English Cocker Spaniel,Queens,11418
91916,M,Cairn Terrier,Bronx,10461
91917,M,Chihuahua,Manhattan,10029
91918,M,Miniature Schnauzer,Brooklyn,11235
91919,F,Chihuahua,Bronx,10456
91920,M,Italian Greyhound,Brooklyn,11215
91921,F,Papillon,Brooklyn,11226
91922,F,Shih Tzu,Staten Island,10304
91923,M,Terrier Crossbreed,Manhattan,10001
